def,nargs,fun,corefun,id,sym,quoted help,transform
@def,0,properties,DSSPropertiesS,2,Value,"""""",
@def,1,properties,DSSPropertiesS,3,Value,"""""",
@def,0,isource,IsourceI,0,Count,"""""",
@def,0,isource,IsourceI,1,First,"""""",
@def,0,isource,IsourceI,2,Next,"""""",
@def,0,isource,IsourceF,0,Amps,"""""",
@def,1,isource,IsourceF,1,Amps,"""""",
@def,0,isource,IsourceF,2,AngleDeg,"""""",
@def,1,isource,IsourceF,3,AngleDeg,"""""",
@def,0,isource,IsourceF,4,Frequency,"""""",
@def,1,isource,IsourceF,5,Frequency,"""""",
@def,0,isource,IsourceS,0,Name,"""""",
@def,1,isource,IsourceS,1,Name,"""""",
@def,0,isource,IsourceV,0,AllNames,"""""",
@def,0,lines,LinesI,0,First,"""""",
@def,0,lines,LinesI,1,Next,"""""",
@def,0,lines,LinesI,2,Phases,"""""",
@def,1,lines,LinesI,3,Phases,"""""",
@def,0,lines,LinesI,4,NumCust,"""""",
@def,0,lines,LinesI,5,Parent,"""""",
@def,0,lines,LinesI,6,Count,"""""",
@def,0,lines,LinesI,7,Units,"""""",
@def,1,lines,LinesI,8,Units,"""""",
@def,0,lines,LinesF,0,Length,"""""",
@def,1,lines,LinesF,1,Length,"""""",
@def,0,lines,LinesF,2,R1,"""""",
@def,1,lines,LinesF,3,R1,"""""",
@def,0,lines,LinesF,4,X1,"""""",
@def,1,lines,LinesF,5,X1,"""""",
@def,0,lines,LinesF,6,R0,"""""",
@def,1,lines,LinesF,7,R0,"""""",
@def,0,lines,LinesF,8,X0,"""""",
@def,1,lines,LinesF,9,X0,"""""",
@def,0,lines,LinesF,10,C1,"""""",
@def,1,lines,LinesF,11,C1,"""""",
@def,0,lines,LinesF,12,C0,"""""",
@def,1,lines,LinesF,13,C0,"""""",
@def,0,lines,LinesF,14,NormAmps,"""""",
@def,1,lines,LinesF,15,NormAmps,"""""",
@def,0,lines,LinesF,16,EmergAmps,"""""",
@def,1,lines,LinesF,17,EmergAmps,"""""",
@def,0,lines,LinesF,18,Rg,"""""",
@def,1,lines,LinesF,19,Rg,"""""",
@def,0,lines,LinesF,20,Xg,"""""",
@def,1,lines,LinesF,21,Xg,"""""",
@def,0,lines,LinesF,22,Rho,"""""",
@def,1,lines,LinesF,23,Rho,"""""",
@def,0,lines,LinesS,0,Name,"""""",
@def,1,lines,LinesS,1,Name,"""""",
@def,0,lines,LinesS,2,Bus1,"""""",
@def,1,lines,LinesS,3,Bus1,"""""",
@def,0,lines,LinesS,4,Bus2,"""""",
@def,1,lines,LinesS,5,Bus2,"""""",
@def,0,lines,LinesS,6,LineCode,"""""",
@def,1,lines,LinesS,7,LineCode,"""""",
@def,0,lines,LinesS,8,Geometry,"""""",
@def,1,lines,LinesS,9,Geometry,"""""",
@def,0,lines,LinesS,10,Spacing,"""""",
@def,1,lines,LinesS,11,Spacing,"""""",
@def,0,lines,LinesV,0,AllNames,"""""",
@def,0,lines,LinesV,1,RMatrix,"""""",
#@def,1,lines,LinesV,2,RMatrix,"""""",
@def,0,lines,LinesV,3,XMatrix,"""""",
#@def,1,lines,LinesV,4,XMatrix,"""""",
@def,0,lines,LinesV,5,CMatrix,"""""",
#@def,1,lines,LinesV,6,CMatrix,"""""",
@def,0,lines,LinesV,7,Yprim,"""""",reshapemat(cmplx(_))
#@def,1,lines,LinesV,8,Yprim,"""""",
@def,0,loads,DSSLoads,0,First,"""""",
@def,0,loads,DSSLoads,1,Next,"""""",
@def,0,loads,DSSLoads,2,Idx,"""""",
@def,1,loads,DSSLoads,3,Idx,"""""",
@def,0,loads,DSSLoads,4,Count,"""""",
@def,0,loads,DSSLoads,5,Class,"""""",
@def,1,loads,DSSLoads,6,Class,"""""",
@def,0,loads,DSSLoads,7,Model,"""""",
@def,1,loads,DSSLoads,8,Model,"""""",
@def,0,loads,DSSLoads,9,NumCust,"""""",
@def,1,loads,DSSLoads,10,NumCust,"""""",
@def,0,loads,DSSLoads,11,Status,"""""",
@def,1,loads,DSSLoads,12,Status,"""""",
@def,0,loads,DSSLoads,13,IsDelta,"""""",
@def,1,loads,DSSLoads,14,IsDelta,"""""",
@def,0,loads,DSSLoadsF,0,kW,"""""",
@def,1,loads,DSSLoadsF,1,kW,"""""",
@def,0,loads,DSSLoadsF,2,kV,"""""",
@def,1,loads,DSSLoadsF,3,kV,"""""",
@def,0,loads,DSSLoadsF,4,kvar,"""""",
@def,1,loads,DSSLoadsF,5,kvar,"""""",
@def,0,loads,DSSLoadsF,6,PF,"""""",
@def,1,loads,DSSLoadsF,7,PF,"""""",
@def,0,loads,DSSLoadsF,8,PctMean,"""""",
@def,1,loads,DSSLoadsF,9,PctMean,"""""",
@def,0,loads,DSSLoadsF,10,PctStdDev,"""""",
@def,1,loads,DSSLoadsF,11,PctStdDev,"""""",
@def,0,loads,DSSLoadsF,12,AllocationFactor,"""""",
@def,1,loads,DSSLoadsF,13,AllocationFactor,"""""",
@def,0,loads,DSSLoadsF,14,CFactor,"""""",
@def,1,loads,DSSLoadsF,15,CFactor,"""""",
@def,0,loads,DSSLoadsF,16,CVRwatts,"""""",
@def,1,loads,DSSLoadsF,17,CVRwatts,"""""",
@def,0,loads,DSSLoadsF,18,CVRvars,"""""",
@def,1,loads,DSSLoadsF,19,CVRvars,"""""",
@def,0,loads,DSSLoadsF,20,kVABase,"""""",
@def,1,loads,DSSLoadsF,21,kVABase,"""""",
@def,0,loads,DSSLoadsF,22,kWh,"""""",
@def,1,loads,DSSLoadsF,23,kWh,"""""",
@def,0,loads,DSSLoadsF,24,kWhDays,"""""",
@def,1,loads,DSSLoadsF,25,kWhDays,"""""",
@def,0,loads,DSSLoadsF,26,Rneut,"""""",
@def,1,loads,DSSLoadsF,27,Rneut,"""""",
@def,0,loads,DSSLoadsF,28,Vmaxpu,"""""",
@def,1,loads,DSSLoadsF,29,Vmaxpu,"""""",
@def,0,loads,DSSLoadsF,30,VminEmerg,"""""",
@def,1,loads,DSSLoadsF,31,VminEmerg,"""""",
@def,0,loads,DSSLoadsF,32,VminNorm,"""""",
@def,1,loads,DSSLoadsF,33,VminNorm,"""""",
@def,0,loads,DSSLoadsF,34,Vminpu,"""""",
@def,1,loads,DSSLoadsF,35,Vminpu,"""""",
@def,0,loads,DSSLoadsF,36,XfkVA,"""""",
@def,1,loads,DSSLoadsF,37,XfkVA,"""""",
@def,0,loads,DSSLoadsF,38,Xneut,"""""",
@def,1,loads,DSSLoadsF,39,Xneut,"""""",
@def,0,loads,DSSLoadsF,40,puSeriesRL,"""""",
@def,1,loads,DSSLoadsF,41,puSeriesRL,"""""",
@def,0,loads,DSSLoadsF,42,RelWeighting,"""""",
@def,1,loads,DSSLoadsF,43,RelWeighting,"""""",
@def,0,loads,DSSLoadsS,0,Name,"""""",
@def,1,loads,DSSLoadsS,1,Name,"""""",
@def,0,loads,DSSLoadsS,2,CVRCurve,"""""",
@def,1,loads,DSSLoadsS,3,CVRCurve,"""""",
@def,0,loads,DSSLoadsS,4,Daily,"""""",
@def,1,loads,DSSLoadsS,5,Daily,"""""",
@def,0,loads,DSSLoadsS,6,Duty,"""""",
@def,1,loads,DSSLoadsS,7,Duty,"""""",
@def,0,loads,DSSLoadsS,8,Spectrum,"""""",
@def,1,loads,DSSLoadsS,9,Spectrum,"""""",
@def,0,loads,DSSLoadsS,10,Yearly,"""""",
@def,1,loads,DSSLoadsS,11,Yearly,"""""",
@def,0,loads,DSSLoadsS,12,Growth,"""""",
@def,1,loads,DSSLoadsS,13,Growth,"""""",
@def,0,loads,DSSLoadsS,0,AllNames,"""""",
@def,0,loads,DSSLoadsS,1,ZipV,"""""",
#@def,1,loads,DSSLoadsS,2,ZipV,"""""",
@def,0,loadshape,LoadShapeI,0,Count,"""""",
@def,0,loadshape,LoadShapeI,1,First,"""""",
@def,0,loadshape,LoadShapeI,2,Next,"""""",
@def,0,loadshape,LoadShapeI,3,Npts,"""""",
@def,1,loadshape,LoadShapeI,4,Npts,"""""",
@def,0,loadshape,LoadShapeI,5,Normalize,"""""",
@def,0,loadshape,LoadShapeI,6,UseActual,"""""",
@def,1,loadshape,LoadShapeI,7,UseActual,"""""",
@def,0,loadshape,LoadShapeF,0,HrInterval,"""""",
@def,1,loadshape,LoadShapeF,1,HrInterval,"""""",
@def,0,loadshape,LoadShapeF,2,MinInterval,"""""",
@def,1,loadshape,LoadShapeF,3,MinInterval,"""""",
@def,0,loadshape,LoadShapeF,4,PBase,"""""",
@def,1,loadshape,LoadShapeF,5,PBase,"""""",
@def,0,loadshape,LoadShapeF,6,QBase,"""""",
@def,1,loadshape,LoadShapeF,7,QBase,"""""",
@def,0,loadshape,LoadShapeF,8,SInterval,"""""",
@def,1,loadshape,LoadShapeF,9,SInterval,"""""",
@def,0,loadshape,LoadShapeS,0,Name,"""""",
@def,1,loadshape,LoadShapeS,1,Name,"""""",
@def,0,loadshape,LoadShapeV,0,PMult,"""""",
#@def,1,loadshape,LoadShapeV,1,PMult,"""""",
@def,0,loadshape,LoadShapeV,2,QMult,"""""",
#@def,1,loadshape,LoadShapeV,3,QMult,"""""",
@def,0,loadshape,LoadShapeV,4,TimeArray,"""""",
#@def,1,loadshape,LoadShapeV,5,TimeArray,"""""",
@def,0,meters,MetersI,0,First,"""""",
@def,0,meters,MetersI,1,Next,"""""",
@def,0,meters,MetersI,2,Reset,"""""",
@def,0,meters,MetersI,3,ResetAll,"""""",
@def,0,meters,MetersI,4,Sample,"""""",
@def,0,meters,MetersI,5,Save,"""""",
@def,0,meters,MetersI,6,MeteredTerminal,"""""",
@def,1,meters,MetersI,7,MeteredTerminal,"""""",
@def,0,meters,MetersI,8,DIFilesAreOpen,"""""",
@def,0,meters,MetersI,9,SampleAll,"""""",
@def,0,meters,MetersI,10,SaveAll,"""""",
@def,0,meters,MetersI,11,OpenAllDIFiles,"""""",
@def,0,meters,MetersI,12,CloseAllDIFiles,"""""",
@def,0,meters,MetersI,13,CountEndElements,"""""",
@def,0,meters,MetersI,14,Count,"""""",
@def,0,meters,MetersI,15,CountBranches,"""""",
@def,0,meters,MetersI,16,SequenceList,"""""",
@def,1,meters,MetersI,17,SequenceList,"""""",
@def,0,meters,MetersI,18,DoReliabilityCalc,"""""",
@def,0,meters,MetersI,19,SeqListSize,"""""",
@def,0,meters,MetersI,20,TotalCustomers,"""""",
@def,0,meters,MetersI,21,NumSections,"""""",
@def,0,meters,MetersI,22,SetActiveSection,"""""",
@def,0,meters,MetersI,23,OCPDeviceType,"""""",
@def,0,meters,MetersI,24,NumSectionCustomers,"""""",
@def,0,meters,MetersI,25,NumSectionBranches,"""""",
@def,0,meters,MetersI,26,SectSeqidx,"""""",
@def,0,meters,MetersI,27,SectTotalCust,"""""",
@def,0,meters,MetersF,0,SAIFI,"""""",
@def,0,meters,MetersF,1,SAIFIkW,"""""",
@def,0,meters,MetersF,2,SAIDI,"""""",
@def,0,meters,MetersF,3,CustInterrupts,"""""",
@def,0,meters,MetersF,4,AvgRepairTime,"""""",
@def,0,meters,MetersF,5,FaultRateXRepairHrs,"""""",
@def,0,meters,MetersF,6,SumBranchFltRates,"""""",
@def,0,meters,MetersS,0,Name,"""""",
@def,1,meters,MetersS,1,Name,"""""",
@def,0,meters,MetersS,2,MeteredElement,"""""",
@def,1,meters,MetersS,3,MeteredElement,"""""",
@def,0,meters,MetersV,0,AllNames,"""""",
@def,0,meters,MetersV,1,RegisterNames,"""""",
#@def,1,meters,MetersV,2,RegisterValues,"""""",
@def,0,meters,MetersV,3,Totals,"""""",
@def,0,meters,MetersV,4,PeakCurrent,"""""",
#@def,1,meters,MetersV,5,PeakCurrent,"""""",
@def,0,meters,MetersV,6,CalcCurrent,"""""",
#@def,1,meters,MetersV,7,CalcCurrent,"""""",
@def,0,meters,MetersV,8,AllocFactors,"""""",
#@def,1,meters,MetersV,9,AllocFactors,"""""",
@def,0,meters,MetersV,10,AllEndElements,"""""",
@def,0,meters,MetersV,11,ALlBranchesInZone,"""""",
@def,0,monitors,MonitorsI,0,First,"""""",
@def,0,monitors,MonitorsI,1,Next,"""""",
@def,0,monitors,MonitorsI,2,Reset,"""""",
@def,0,monitors,MonitorsI,3,ResetAll,"""""",
@def,0,monitors,MonitorsI,4,Sample,"""""",
@def,0,monitors,MonitorsI,5,Save,"""""",
@def,0,monitors,MonitorsI,6,Show,"""""",
@def,0,monitors,MonitorsI,7,Mode,"""""",
@def,1,monitors,MonitorsI,8,Mode,"""""",
@def,0,monitors,MonitorsI,9,SampleCount,"""""",
@def,0,monitors,MonitorsI,10,SampleAll,"""""",
@def,0,monitors,MonitorsI,11,SaveAll,"""""",
@def,0,monitors,MonitorsI,12,Count,"""""",
@def,0,monitors,MonitorsI,13,Process,"""""",
@def,0,monitors,MonitorsI,14,ProcessAll,"""""",
@def,0,monitors,MonitorsI,15,FileVersion,"""""",
@def,0,monitors,MonitorsI,16,NumChannels,"""""",
@def,0,monitors,MonitorsI,17,Terminal,"""""",
@def,1,monitors,MonitorsI,18,Terminal,"""""",
@def,0,monitors,MonitorsS,0,FileName,"""""",
@def,0,monitors,MonitorsS,1,Name,"""""",
@def,0,monitors,MonitorsS,2,Name,"""""",
@def,0,monitors,MonitorsS,3,Element,"""""",
@def,0,monitors,MonitorsS,4,Element,"""""",
@def,0,monitors,MonitorsV,0,AllNames,"""""",
@def,0,monitors,MonitorsV,1,ByteStream,"""""",
@def,0,monitors,MonitorsV,2,DblHourS!!,"""""",
@def,0,monitors,MonitorsV,3,DblHour,"""""",
@def,0,monitors,MonitorsV,4,DblFreqS!!,"""""",
@def,0,monitors,MonitorsV,5,DblFreq,"""""",
@def,0,parser,ParserI,0,IntValue,"""""",
@def,0,parser,ParserI,1,ResetDelimiters,"""""",
@def,0,parser,ParserI,2,AutoIncrement,"""""",
@def,1,parser,ParserI,3,AutoIncrement,"""""",
@def,0,parser,ParserF,0,DblValue ,"""""",
@def,0,parser,ParserS,0,CmdString,"""""",
@def,1,parser,ParserS,1,CmdString,"""""",
@def,0,parser,ParserS,2,NextParam,"""""",
@def,0,parser,ParserS,3,StrValue,"""""",
@def,0,parser,ParserS,4,WhiteSpace,"""""",
@def,1,parser,ParserS,5,WhiteSpace,"""""",
@def,0,parser,ParserS,6,BeginQuote,"""""",
@def,1,parser,ParserS,7,BeginQuote,"""""",
@def,0,parser,ParserS,8,EndQuote,"""""",
@def,1,parser,ParserS,9,EndQuote,"""""",
@def,0,parser,ParserS,10,Delimiters,"""""",
@def,1,parser,ParserS,11,Delimiters,"""""",
@def,0,parser,ParserV,0,Vector,"""""",
@def,0,parser,ParserV,1,Matrix,"""""",
@def,0,parser,ParserV,2,SymMatrix,"""""",
@def,0,pdelements,PDElementsI,0,Count,"""""",
@def,0,pdelements,PDElementsI,1,First,"""""",
@def,0,pdelements,PDElementsI,2,Next,"""""",
@def,0,pdelements,PDElementsI,3,IsShunt,"""""",
@def,0,pdelements,PDElementsI,4,NumCustomers,"""""",
@def,0,pdelements,PDElementsI,5,TotalCustomers,"""""",
@def,0,pdelements,PDElementsI,6,ParentPDElement,"""""",
@def,0,pdelements,PDElementsI,7,FromTerminal,"""""",
@def,0,pdelements,PDElementsI,8,SectionID,"""""",
@def,0,pdelements,PDElementsF,0,FaultRate,"""""",
@def,1,pdelements,PDElementsF,1,FaultRate,"""""",
@def,0,pdelements,PDElementsF,2,PctPermanent,"""""",
@def,1,pdelements,PDElementsF,3,PctPermanent,"""""",
@def,0,pdelements,PDElementsF,4,Lambda,"""""",
@def,0,pdelements,PDElementsF,5,AccumulatedL,"""""",
@def,0,pdelements,PDElementsF,6,RepairTime,"""""",
@def,0,pdelements,PDElementsF,7,TotalMiles,"""""",
@def,0,pdelements,PDElementsV,0,Name,"""""",
#@def,1,pdelements,PDElementsV,1,Name,"""""",
@def,0,pvsystems,PVsystemsI,0,Count,"""""",
@def,0,pvsystems,PVsystemsI,1,First,"""""",
@def,0,pvsystems,PVsystemsI,2,Next,"""""",
@def,0,pvsystems,PVsystemsI,3,Idx,"""""",
@def,1,pvsystems,PVsystemsI,4,Idx,"""""",
@def,0,pvsystems,PVsystemsF,0,Irradiance,"""""",
@def,1,pvsystems,PVsystemsF,1,Irradiance,"""""",
@def,0,pvsystems,PVsystemsF,2,kW,"""""",
@def,0,pvsystems,PVsystemsF,3,kvar,"""""",
@def,1,pvsystems,PVsystemsF,4,kvar,"""""",
@def,0,pvsystems,PVsystemsF,5,pf,"""""",
@def,1,pvsystems,PVsystemsF,6,pf,"""""",
@def,0,reclosers,ReclosersI,0,Count,"""""",
@def,0,reclosers,ReclosersI,1,First,"""""",
@def,0,reclosers,ReclosersI,2,Next,"""""",
@def,0,reclosers,ReclosersI,3,MonitoredTerm,"""""",
@def,1,reclosers,ReclosersI,4,MonitoredTerm,"""""",
@def,0,reclosers,ReclosersI,5,SwitchedTerm,"""""",
@def,1,reclosers,ReclosersI,6,SwitchedTerm,"""""",
@def,0,reclosers,ReclosersI,7,NumFast,"""""",
@def,1,reclosers,ReclosersI,8,NumFast,"""""",
@def,0,reclosers,ReclosersI,9,Shots,"""""",
@def,1,reclosers,ReclosersI,10,Shots,"""""",
@def,0,reclosers,ReclosersI,11,Open,"""""",
@def,0,reclosers,ReclosersI,12,Close,"""""",
@def,0,reclosers,ReclosersI,13,Idx,"""""",
@def,1,reclosers,ReclosersI,14,Idx,"""""",
@def,0,reclosers,ReclosersF,0,PhaseTrip,"""""",
@def,0,reclosers,ReclosersF,1,PhaseTrip,"""""",
@def,0,reclosers,ReclosersF,2,PhaseInst,"""""",
@def,0,reclosers,ReclosersF,3,PhaseInst,"""""",
@def,0,reclosers,ReclosersF,4,GroundTrip,"""""",
@def,0,reclosers,ReclosersF,5,GroundTrip,"""""",
@def,0,reclosers,ReclosersF,6,GroundInst,"""""",
@def,0,reclosers,ReclosersF,7,GroundInst,"""""",
@def,0,reclosers,ReclosersS,0,Name,"""""",
@def,0,reclosers,ReclosersS,1,Name,"""""",
@def,0,reclosers,ReclosersS,2,MonitoredObj,"""""",
@def,0,reclosers,ReclosersS,3,MonitoredObj,"""""",
@def,0,reclosers,ReclosersS,4,SwitchedObj,"""""",
@def,0,reclosers,ReclosersS,5,SwitchedObj,"""""",
@def,0,reclosers,ReclosersV,0,AllNames,"""""",
@def,0,reclosers,ReclosersV,1,RecloseIntervals,"""""",
@def,0,regcontrols,RegControlsI,0,First,"""""",
@def,0,regcontrols,RegControlsI,1,Next,"""""",
@def,0,regcontrols,RegControlsI,2,TapWinding,"""""",
@def,1,regcontrols,RegControlsI,3,TapWinding,"""""",
@def,0,regcontrols,RegControlsI,4,Winding,"""""",
@def,1,regcontrols,RegControlsI,5,Winding,"""""",
@def,0,regcontrols,RegControlsI,6,IsReversible,"""""",
@def,1,regcontrols,RegControlsI,7,IsReversible,"""""",
@def,0,regcontrols,RegControlsI,8,IsInverseTime,"""""",
@def,1,regcontrols,RegControlsI,9,IsInverseTime,"""""",
@def,0,regcontrols,RegControlsI,10,MaxTapChange,"""""",
@def,1,regcontrols,RegControlsI,11,MaxTapChange,"""""",
@def,0,regcontrols,RegControlsI,12,Count,"""""",
@def,0,regcontrols,RegControlsF,0,CTPrimary,"""""",
@def,1,regcontrols,RegControlsF,1,CTPrimary,"""""",
@def,0,regcontrols,RegControlsF,2,PTRatio,"""""",
@def,1,regcontrols,RegControlsF,3,PTRatio,"""""",
@def,0,regcontrols,RegControlsF,4,ForwardR,"""""",
@def,1,regcontrols,RegControlsF,5,ForwardR,"""""",
@def,0,regcontrols,RegControlsF,6,ForwardX,"""""",
@def,1,regcontrols,RegControlsF,7,ForwardX,"""""",
@def,0,regcontrols,RegControlsF,8,ReverseR,"""""",
@def,1,regcontrols,RegControlsF,9,ReverseR,"""""",
@def,0,regcontrols,RegControlsF,10,ReverseX,"""""",
@def,1,regcontrols,RegControlsF,11,ReverseX,"""""",
@def,0,regcontrols,RegControlsF,12,Delay,"""""",
@def,1,regcontrols,RegControlsF,13,Delay,"""""",
@def,0,regcontrols,RegControlsF,14,TapDelay,"""""",
@def,1,regcontrols,RegControlsF,15,TapDelay,"""""",
@def,0,regcontrols,RegControlsF,16,VoltageLimit,"""""",
@def,1,regcontrols,RegControlsF,17,VoltageLimit,"""""",
@def,0,regcontrols,RegControlsF,18,ForwardBand,"""""",
@def,1,regcontrols,RegControlsF,19,ForwardBand,"""""",
@def,0,regcontrols,RegControlsF,20,ForwardVreg,"""""",
@def,1,regcontrols,RegControlsF,21,ForwardVreg,"""""",
@def,0,regcontrols,RegControlsF,22,ReverseBand,"""""",
@def,1,regcontrols,RegControlsF,23,ReverseBand,"""""",
@def,0,regcontrols,RegControlsF,24,ReverseVreg,"""""",
@def,1,regcontrols,RegControlsF,25,ReverseVreg,"""""",
@def,0,regcontrols,RegControlsS,0,Name,"""""",
@def,1,regcontrols,RegControlsS,1,Name,"""""",
@def,0,regcontrols,RegControlsS,2,MonitoredBus,"""""",
@def,1,regcontrols,RegControlsS,3,MonitoredBus,"""""",
@def,0,regcontrols,RegControlsS,4,Transformer,"""""",
@def,1,regcontrols,RegControlsS,5,Transformer,"""""",
@def,0,regcontrols,RegControlsV,0,AllNames,"""""",
@def,0,relays,RelaysI,0,Count,"""""",
@def,0,relays,RelaysI,1,First,"""""",
@def,0,relays,RelaysI,2,Next,"""""",
@def,0,relays,RelaysI,3,MonitoredTerm,"""""",
@def,1,relays,RelaysI,4,MonitoredTerm,"""""",
@def,0,relays,RelaysI,5,SwitchedTerm,"""""",
@def,1,relays,RelaysI,6,SwitchedTerm,"""""",
@def,0,relays,RelaysI,7,Idx,"""""",
@def,1,relays,RelaysI,8,Idx,"""""",
@def,0,relays,RelaysS,0,Name,"""""",
@def,1,relays,RelaysS,1,Name,"""""",
@def,0,relays,RelaysS,2,MonitoredObj,"""""",
@def,1,relays,RelaysS,3,MonitoredObj,"""""",
@def,0,relays,RelaysS,4,SwitchedObj,"""""",
@def,1,relays,RelaysS,5,SwitchedObj,"""""",
@def,0,relays,RelaysV,0,AllNames,"""""",
@def,0,sensors,SensorsI,0,Count,"""""",
@def,0,sensors,SensorsI,1,First,"""""",
@def,0,sensors,SensorsI,2,Next,"""""",
@def,0,sensors,SensorsI,3,IsDelta,"""""",
@def,1,sensors,SensorsI,4,IsDelta,"""""",
@def,0,sensors,SensorsI,5,ReverseDelta,"""""",
@def,1,sensors,SensorsI,6,ReverseDelta,"""""",
@def,0,sensors,SensorsI,7,MeteredTerminal,"""""",
@def,0,sensors,SensorsI,8,MeteredTerminal,"""""",
@def,0,sensors,SensorsI,9,Reset,"""""",
@def,0,sensors,SensorsI,10,ResetAll,"""""",
@def,0,sensors,SensorsF,0,PctError,"""""",
@def,1,sensors,SensorsF,1,PctError,"""""",
@def,0,sensors,SensorsF,2,Weight,"""""",
@def,1,sensors,SensorsF,3,Weight,"""""",
@def,0,sensors,SensorsF,4,kVBase,"""""",
@def,1,sensors,SensorsF,5,kVBase,"""""",
@def,0,sensors,SensorsS,0,Name,"""""",
@def,1,sensors,SensorsS,1,Name,"""""",
@def,0,sensors,SensorsS,2,MeteredElement,"""""",
@def,1,sensors,SensorsS,3,MeteredElement,"""""",
@def,0,sensors,SensorsV,0,AllNames,"""""",
@def,0,sensors,SensorsV,1,Currents,"""""",
#@def,1,sensors,SensorsV,2,Currents,"""""",
@def,0,sensors,SensorsV,3,kvar,"""""",
#@def,1,sensors,SensorsV,4,kvar,"""""",
@def,0,sensors,SensorsV,5,kW,"""""",
#@def,1,sensors,SensorsV,6,kW,"""""",
@def,0,settings,SettingsI,0,AllowDuplicates,"""""",
@def,1,settings,SettingsI,1,AllowDuplicates,"""""",
@def,0,settings,SettingsI,2,ZoneLock,"""""",
@def,1,settings,SettingsI,3,ZoneLock,"""""",
@def,0,settings,SettingsI,4,CktModel,"""""",
@def,1,settings,SettingsI,5,CktModel,"""""",
@def,0,settings,SettingsI,6,Trapezoidal,"""""",
@def,1,settings,SettingsI,7,Trapezoidal,"""""",
@def,0,settings,SettingsF,0,AllocationFactors,"""""",
@def,0,settings,SettingsF,1,NormVminpu,"""""",
@def,1,settings,SettingsF,2,NormVminpu,"""""",
@def,0,settings,SettingsF,3,NormVmaxpu,"""""",
@def,1,settings,SettingsF,4,NormVmaxpu,"""""",
@def,0,settings,SettingsF,5,EmergVminpu,"""""",
@def,1,settings,SettingsF,6,EmergVminpu,"""""",
@def,0,settings,SettingsF,7,EmergVmaxpu,"""""",
@def,1,settings,SettingsF,8,EmergVmaxpu,"""""",
@def,0,settings,SettingsF,9,UEWeight,"""""",
@def,1,settings,SettingsF,10,UEWeight,"""""",
@def,0,settings,SettingsF,11,LossWeight,"""""",
@def,1,settings,SettingsF,12,LossWeight,"""""",
@def,0,settings,SettingsF,13,PriceSignal,"""""",
@def,1,settings,SettingsF,14,PriceSignal,"""""",
@def,0,settings,SettingsS,0,AutoBusList,"""""",
@def,1,settings,SettingsS,1,AutoBusList,"""""",
@def,0,settings,SettingsS,2,PriceCurve,"""""",
@def,1,settings,SettingsS,3,PriceCurve,"""""",
@def,0,settings,SettingsV,0,UERegs,"""""",
#@def,1,settings,SettingsV,1,UERegs,"""""",
@def,0,settings,SettingsV,2,LossRegs,"""""",
#@def,1,settings,SettingsV,3,LossRegs,"""""",
@def,0,settings,SettingsV,4,VoltageBases,"""""",
#@def,1,settings,SettingsV,5,VoltageBases,"""""",
@def,0,solution,SolutionI,0,Solve,"""""",
@def,0,solution,SolutionI,1,Mode,"""""",
@def,1,solution,SolutionI,2,Mode,"""""",
@def,0,solution,SolutionI,3,Hour,"""""",
@def,1,solution,SolutionI,4,Hour,"""""",
@def,0,solution,SolutionI,5,Year,"""""",
@def,1,solution,SolutionI,6,Year,"""""",
@def,0,solution,SolutionI,7,Iterations,"""""",
@def,0,solution,SolutionI,8,MaxIterations,"""""",
@def,1,solution,SolutionI,9,MaxIterations,"""""",
@def,0,solution,SolutionI,10,Number,"""""",
@def,1,solution,SolutionI,11,Number,"""""",
@def,0,solution,SolutionI,12,Random,"""""",
@def,1,solution,SolutionI,13,Random,"""""",
@def,0,solution,SolutionI,14,LoadModel,"""""",
@def,1,solution,SolutionI,15,LoadModel,"""""",
@def,0,solution,SolutionI,16,AddType,"""""",
@def,1,solution,SolutionI,17,AddType,"""""",
@def,0,solution,SolutionI,18,Algorithm,"""""",
@def,1,solution,SolutionI,19,Algorithm,"""""",
@def,0,solution,SolutionI,20,ControlMode,"""""",
@def,1,solution,SolutionI,21,ControlMode,"""""",
@def,0,solution,SolutionI,22,ControlIterations,"""""",
@def,1,solution,SolutionI,23,ControlIterations,"""""",
@def,0,solution,SolutionI,24,MaxControlIterations,"""""",
@def,1,solution,SolutionI,25,MaxControlIterations,"""""",
@def,0,solution,SolutionI,26,SampleDoControlActions,"""""",
@def,0,solution,SolutionI,27,CheckFaultStatus,"""""",
@def,0,solution,SolutionI,28,SolveDirect,"""""",
@def,0,solution,SolutionI,29,SolvePFlow,"""""",
@def,0,solution,SolutionI,30,SolveNoControl,"""""",
@def,0,solution,SolutionI,31,SolvePlusControl,"""""",
@def,0,solution,SolutionI,32,InitSnap,"""""",
@def,0,solution,SolutionI,33,CheckControls,"""""",
@def,0,solution,SolutionI,34,SampleControlDevices,"""""",
@def,0,solution,SolutionI,35,DoControlActions,"""""",
@def,0,solution,SolutionI,36,BuildYMatrix,"""""",
@def,0,solution,SolutionI,37,SystemYChanged,"""""",
@def,0,solution,SolutionI,38,Converged,"""""",
@def,1,solution,SolutionI,39,Converged,"""""",
@def,0,solution,SolutionI,40,TotalIterations,"""""",
@def,0,solution,SolutionI,41,MostIterationsDone,"""""",
@def,0,solution,SolutionI,42,ControlActionsDone,"""""",
@def,1,solution,SolutionI,43,ControlActionsDone,"""""",
