"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.415 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "12.5 kV Line Loss", "0.415 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "12.5 kV Load Loss", "0.415 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "12.5 kV No Load Loss", "0.415 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "12.5 kV Load Energy", "0.415 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
405, 4824.18, 2080.02, 6412.84, 6961.36, 4701.07, 1878.85, 6227.13, 6675.06, 0, 0, 0, 0, 123.031, 201.316, 185.937, 304.27, 81.5079, 118.269, 41.5235, 83.047, 145.573, 43.863, 51.7645, 71.267, 33.7611, 2.14711, 35.9082, 15.8563, 0, 0, 0, 0, 114.02, 9.01144, 0, 0, 0, 0, 0, 42.753, 9.01144, 0, 0, 0, 0, 0, 29.7435, 0, 0, 0, 0, 0, 0, 41.5235, 0, 0, 0, 0, 0, 0, 0, 4701.07, 0, 0, 0, 0, 0
406, 4704.22, 2031.84, 6412.84, 6961.36, 4585, 1837.14, 6227.13, 6675.06, 0, 0, 0, 0, 119.113, 194.885, 185.937, 304.27, 77.5019, 111.662, 41.6115, 83.223, 145.573, 43.863, 49.1973, 69.916, 32.0858, 2.0446, 34.1304, 15.067, 0, 0, 0, 0, 110.539, 8.57448, 0, 0, 0, 0, 0, 40.6228, 8.57448, 0, 0, 0, 0, 0, 28.3045, 0, 0, 0, 0, 0, 0, 41.6115, 0, 0, 0, 0, 0, 0, 0, 4585, 0, 0, 0, 0, 0
407, 4422.61, 1918.46, 6412.84, 6961.36, 4312.18, 1738.63, 6227.13, 6675.06, 0, 0, 0, 0, 110.202, 180.306, 185.937, 304.27, 68.3841, 96.6705, 41.8178, 83.6356, 145.573, 43.863, 43.4098, 66.7922, 28.3217, 1.80367, 30.1253, 13.2844, 0, 0, 0, 0, 102.651, 7.55118, 0, 0, 0, 0, 0, 35.8586, 7.55118, 0, 0, 0, 0, 0, 24.9744, 0, 0, 0, 0, 0, 0, 41.8178, 0, 0, 0, 0, 0, 0, 0, 4312.18, 0, 0, 0, 0, 0
408, 3950.36, 1726.9, 6412.84, 6961.36, 3853.41, 1569.76, 6227.13, 6675.06, 0, 0, 0, 0, 96.5919, 158.003, 185.937, 304.27, 54.4279, 73.6747, 42.164, 84.3281, 145.573, 43.863, 34.5855, 62.0064, 22.5802, 1.44143, 24.0216, 10.5638, 0, 0, 0, 0, 90.5966, 5.99527, 0, 0, 0, 0, 0, 28.5902, 5.99527, 0, 0, 0, 0, 0, 19.8424, 0, 0, 0, 0, 0, 0, 42.164, 0, 0, 0, 0, 0, 0, 0, 3853.41, 0, 0, 0, 0, 0
409, 3235.94, 1433.77, 6412.84, 6961.36, 3156.81, 1304.39, 6227.13, 6675.06, 0, 0, 0, 0, 79.135, 129.377, 185.937, 304.27, 36.4454, 43.9977, 42.6895, 85.3791, 145.573, 43.863, 23.1841, 55.9508, 15.1506, 0.971514, 16.1221, 7.06199, 0, 0, 0, 0, 75.132, 4.00293, 0, 0, 0, 0, 0, 19.1812, 4.00293, 0, 0, 0, 0, 0, 13.2613, 0, 0, 0, 0, 0, 0, 42.6895, 0, 0, 0, 0, 0, 0, 0, 3156.81, 0, 0, 0, 0, 0
410, 2789, 1248.3, 6412.84, 6961.36, 2718.63, 1134.74, 6227.13, 6675.06, 0, 0, 0, 0, 70.0712, 114.521, 185.937, 304.27, 27.0519, 28.4823, 43.0193, 86.0387, 145.573, 43.863, 17.2191, 52.8521, 11.2613, 0.722659, 11.9839, 5.23515, 0, 0, 0, 0, 67.1102, 2.961, 0, 0, 0, 0, 0, 14.2581, 2.961, 0, 0, 0, 0, 0, 9.83279, 0, 0, 0, 0, 0, 0, 43.0193, 0, 0, 0, 0, 0, 0, 0, 2718.63, 0, 0, 0, 0, 0
411, 2536.6, 1142.95, 6412.84, 6961.36, 2470.83, 1036.32, 6227.13, 6675.06, 0, 0, 0, 0, 65.6046, 107.187, 185.937, 304.27, 22.3988, 20.7749, 43.2058, 86.4117, 145.573, 43.863, 14.2588, 51.3458, 9.32654, 0.600032, 9.92657, 4.33222, 0, 0, 0, 0, 63.1528, 2.4518, 0, 0, 0, 0, 0, 11.807, 2.4518, 0, 0, 0, 0, 0, 8.14, 0, 0, 0, 0, 0, 0, 43.2058, 0, 0, 0, 0, 0, 0, 0, 2470.83, 0, 0, 0, 0, 0
412, 2267.27, 1029.84, 6412.84, 6961.36, 2205.73, 930.246, 6227.13, 6675.06, 0, 0, 0, 0, 61.3714, 100.207, 185.937, 304.27, 17.9662, 13.3969, 43.4051, 86.8103, 145.573, 43.863, 11.4351, 49.9363, 7.4724, 0.483441, 7.95584, 3.47926, 0, 0, 0, 0, 59.3951, 1.97629, 0, 0, 0, 0, 0, 9.45881, 1.97629, 0, 0, 0, 0, 0, 6.53112, 0, 0, 0, 0, 0, 0, 43.4051, 0, 0, 0, 0, 0, 0, 0, 2205.73, 0, 0, 0, 0, 0
413, 2256.26, 1025.41, 6412.84, 6961.36, 2195.04, 925.496, 6227.13, 6675.06, 0, 0, 0, 0, 61.2099, 99.9391, 185.937, 304.27, 17.7969, 13.1132, 43.413, 86.8259, 145.573, 43.863, 11.3292, 49.8807, 7.4026, 0.478182, 7.88078, 3.44837, 0, 0, 0, 0, 59.2535, 1.95641, 0, 0, 0, 0, 0, 9.37274, 1.95641, 0, 0, 0, 0, 0, 6.46778, 0, 0, 0, 0, 0, 0, 43.413, 0, 0, 0, 0, 0, 0, 0, 2195.04, 0, 0, 0, 0, 0
414, 2298.58, 1043.26, 6412.84, 6961.36, 2236.76, 942.177, 6227.13, 6675.06, 0, 0, 0, 0, 61.8466, 100.981, 185.937, 304.27, 18.4651, 14.2182, 43.3815, 86.763, 145.573, 43.863, 11.7563, 50.0903, 7.68142, 0.495497, 8.17692, 3.57938, 0, 0, 0, 0, 59.8179, 2.02872, 0, 0, 0, 0, 0, 9.72758, 2.02872, 0, 0, 0, 0, 0, 6.70879, 0, 0, 0, 0, 0, 0, 43.3815, 0, 0, 0, 0, 0, 0, 0, 2236.76, 0, 0, 0, 0, 0
415, 2402.98, 1087.12, 6412.84, 6961.36, 2339.53, 983.194, 6227.13, 6675.06, 0, 0, 0, 0, 63.5191, 103.686, 185.937, 304.27, 20.2152, 17.0781, 43.3039, 86.6079, 145.573, 43.863, 12.8702, 50.6489, 8.39933, 0.542524, 8.94185, 3.92833, 0, 0, 0, 0, 61.2883, 2.23079, 0, 0, 0, 0, 0, 10.6394, 2.23079, 0, 0, 0, 0, 0, 7.34496, 0, 0, 0, 0, 0, 0, 43.3039, 0, 0, 0, 0, 0, 0, 0, 2339.53, 0, 0, 0, 0, 0
416, 2646.59, 1189.06, 6412.84, 6961.36, 2578.98, 1078, 6227.13, 6675.06, 0, 0, 0, 0, 67.7641, 110.528, 185.937, 304.27, 24.6411, 24.2818, 43.123, 86.246, 145.573, 43.863, 15.6801, 52.084, 10.2034, 0.65885, 10.8622, 4.81784, 0, 0, 0, 0, 65.0212, 2.74286, 0, 0, 0, 0, 0, 12.9372, 2.74286, 0, 0, 0, 0, 0, 8.96099, 0, 0, 0, 0, 0, 0, 43.123, 0, 0, 0, 0, 0, 0, 0, 2578.98, 0, 0, 0, 0, 0
417, 2582.88, 1162.2, 6412.84, 6961.36, 2515.96, 1053.4, 6227.13, 6675.06, 0, 0, 0, 0, 66.882, 108.931, 185.937, 304.27, 23.7122, 22.5918, 43.1698, 86.3396, 145.573, 43.863, 15.0502, 51.8318, 9.74912, 0.632817, 10.3819, 4.66825, 0, 0, 0, 0, 64.2014, 2.68063, 0, 0, 0, 0, 0, 12.3696, 2.68063, 0, 0, 0, 0, 0, 8.66202, 0, 0, 0, 0, 0, 0, 43.1698, 0, 0, 0, 0, 0, 0, 0, 2515.96, 0, 0, 0, 0, 0
418, 2711.72, 1216.02, 6412.84, 6961.36, 2642.47, 1102.91, 6227.13, 6675.06, 0, 0, 0, 0, 69.3338, 112.832, 185.937, 304.27, 26.2597, 26.6837, 43.0741, 86.1481, 145.573, 43.863, 16.6438, 52.69, 10.7565, 0.697859, 11.4543, 5.18952, 0, 0, 0, 0, 66.3464, 2.98741, 0, 0, 0, 0, 0, 13.6564, 2.98741, 0, 0, 0, 0, 0, 9.6159, 0, 0, 0, 0, 0, 0, 43.0741, 0, 0, 0, 0, 0, 0, 0, 2642.47, 0, 0, 0, 0, 0
419, 3140.72, 1394.23, 6412.84, 6961.36, 3063.35, 1266.82, 6227.13, 6675.06, 0, 0, 0, 0, 77.66, 126.522, 185.937, 304.27, 34.9025, 41.007, 42.7575, 85.515, 145.573, 43.863, 22.1913, 55.4687, 14.3926, 0.929847, 15.3225, 6.86881, 0, 0, 0, 0, 73.7328, 3.92726, 0, 0, 0, 0, 0, 18.264, 3.92726, 0, 0, 0, 0, 0, 12.7113, 0, 0, 0, 0, 0, 0, 42.7575, 0, 0, 0, 0, 0, 0, 0, 3063.35, 0, 0, 0, 0, 0
420, 3702.6, 1625.29, 6412.84, 6961.36, 3612.44, 1476.5, 6227.13, 6675.06, 0, 0, 0, 0, 90.556, 147.719, 185.937, 304.27, 48.2119, 63.0311, 42.344, 84.6881, 145.573, 43.863, 30.7119, 59.8441, 19.9706, 1.283, 21.2536, 9.4583, 0, 0, 0, 0, 85.1782, 5.37775, 0, 0, 0, 0, 0, 25.3342, 5.37775, 0, 0, 0, 0, 0, 17.5, 0, 0, 0, 0, 0, 0, 42.344, 0, 0, 0, 0, 0, 0, 0, 3612.44, 0, 0, 0, 0, 0
421, 4051.46, 1767.62, 6412.84, 6961.36, 3951.98, 1604.2, 6227.13, 6675.06, 0, 0, 0, 0, 99.7353, 162.787, 185.937, 304.27, 57.6475, 78.611, 42.0878, 84.1755, 145.573, 43.863, 36.7405, 62.9948, 23.9091, 1.53278, 25.4419, 11.2986, 0, 0, 0, 0, 93.3197, 6.41561, 0, 0, 0, 0, 0, 30.3249, 6.41561, 0, 0, 0, 0, 0, 20.907, 0, 0, 0, 0, 0, 0, 42.0878, 0, 0, 0, 0, 0, 0, 0, 3951.98, 0, 0, 0, 0, 0
422, 4117.09, 1794.39, 6412.84, 6961.36, 4015.55, 1628.47, 6227.13, 6675.06, 0, 0, 0, 0, 101.587, 165.807, 185.937, 304.27, 59.5476, 81.7283, 42.0394, 84.0787, 145.573, 43.863, 37.9518, 63.6352, 24.6951, 1.58152, 26.2766, 11.6752, 0, 0, 0, 0, 94.9611, 6.62587, 0, 0, 0, 0, 0, 31.3259, 6.62587, 0, 0, 0, 0, 0, 21.5959, 0, 0, 0, 0, 0, 0, 42.0394, 0, 0, 0, 0, 0, 0, 0, 4015.55, 0, 0, 0, 0, 0
423, 3597.35, 1582.33, 6412.84, 6961.36, 3508.95, 1439.81, 6227.13, 6675.06, 0, 0, 0, 0, 88.0229, 143.519, 185.937, 304.27, 45.6018, 58.6766, 42.4211, 84.8421, 145.573, 43.863, 29.0342, 58.9887, 18.8625, 1.21239, 20.0749, 8.95935, 0, 0, 0, 0, 82.9247, 5.0982, 0, 0, 0, 0, 0, 23.936, 5.0982, 0, 0, 0, 0, 0, 16.5676, 0, 0, 0, 0, 0, 0, 42.4211, 0, 0, 0, 0, 0, 0, 0, 3508.95, 0, 0, 0, 0, 0
424, 3473.49, 1531.42, 6412.84, 6961.36, 3388.35, 1393, 6227.13, 6675.06, 0, 0, 0, 0, 85.055, 138.657, 185.937, 304.27, 42.5427, 53.6323, 42.5123, 85.0246, 145.573, 43.863, 27.0796, 57.9754, 17.5877, 1.1318, 18.7195, 8.36011, 0, 0, 0, 0, 80.2933, 4.76172, 0, 0, 0, 0, 0, 22.3179, 4.76172, 0, 0, 0, 0, 0, 15.4631, 0, 0, 0, 0, 0, 0, 42.5123, 0, 0, 0, 0, 0, 0, 0, 3388.35, 0, 0, 0, 0, 0
425, 3593.27, 1580.63, 6412.84, 6961.36, 3505.62, 1437.22, 6227.13, 6675.06, 0, 0, 0, 0, 87.7328, 143.178, 185.937, 304.27, 45.3081, 58.3283, 42.4248, 84.8495, 145.573, 43.863, 28.8692, 58.8636, 18.7911, 1.20961, 20.0007, 8.86856, 0, 0, 0, 0, 82.6888, 5.04406, 0, 0, 0, 0, 0, 23.8252, 5.04406, 0, 0, 0, 0, 0, 16.4388, 0, 0, 0, 0, 0, 0, 42.4248, 0, 0, 0, 0, 0, 0, 0, 3505.62, 0, 0, 0, 0, 0
426, 3946.01, 1724.8, 6412.84, 6961.36, 3849.67, 1566.3, 6227.13, 6675.06, 0, 0, 0, 0, 96.5919, 157.852, 185.937, 304.27, 54.4256, 73.5191, 42.1663, 84.3327, 145.573, 43.863, 34.6729, 61.919, 22.6133, 1.45083, 24.0642, 10.6088, 0, 0, 0, 0, 90.569, 6.02295, 0, 0, 0, 0, 0, 28.65, 6.02295, 0, 0, 0, 0, 0, 19.7527, 0, 0, 0, 0, 0, 0, 42.1663, 0, 0, 0, 0, 0, 0, 0, 3849.67, 0, 0, 0, 0, 0
427, 4152.59, 1808.89, 6412.84, 6961.36, 4050.52, 1641.35, 6227.13, 6675.06, 0, 0, 0, 0, 102.23, 167.174, 185.937, 304.27, 60.2145, 83.1439, 42.015, 84.0301, 145.573, 43.863, 38.3315, 63.8981, 25.0138, 1.59861, 26.6124, 11.719, 0, 0, 0, 0, 95.5838, 6.64572, 0, 0, 0, 0, 0, 31.6857, 6.64572, 0, 0, 0, 0, 0, 21.8831, 0, 0, 0, 0, 0, 0, 42.015, 0, 0, 0, 0, 0, 0, 0, 4050.52, 0, 0, 0, 0, 0
428, 4108.81, 1791.22, 6412.84, 6961.36, 4007.8, 1626.15, 6227.13, 6675.06, 0, 0, 0, 0, 100.976, 165.143, 185.937, 304.27, 58.9292, 81.0488, 42.0473, 84.0946, 145.573, 43.863, 37.4968, 63.4796, 24.4732, 1.56369, 26.0369, 11.4599, 0, 0, 0, 0, 94.4764, 6.50003, 0, 0, 0, 0, 0, 30.9968, 6.50003, 0, 0, 0, 0, 0, 21.4324, 0, 0, 0, 0, 0, 0, 42.0473, 0, 0, 0, 0, 0, 0, 0, 4007.8, 0, 0, 0, 0, 0
429, 4044.92, 1765.28, 6412.84, 6961.36, 3945.71, 1603.2, 6227.13, 6675.06, 0, 0, 0, 0, 99.1596, 162.197, 185.937, 304.27, 57.0653, 78.0088, 42.0943, 84.1887, 145.573, 43.863, 36.2989, 62.8607, 23.6975, 1.51131, 25.2088, 11.0901, 0, 0, 0, 0, 92.8752, 6.28439, 0, 0, 0, 0, 0, 30.0145, 6.28439, 0, 0, 0, 0, 0, 20.7663, 0, 0, 0, 0, 0, 0, 42.0943, 0, 0, 0, 0, 0, 0, 0, 3945.71, 0, 0, 0, 0, 0
430, 4010.85, 1751.4, 6412.84, 6961.36, 3912.59, 1590.78, 6227.13, 6675.06, 0, 0, 0, 0, 98.233, 160.676, 185.937, 304.27, 56.1135, 76.4372, 42.1195, 84.2389, 145.573, 43.863, 35.6855, 62.5475, 23.2968, 1.48732, 24.7841, 10.9014, 0, 0, 0, 0, 92.0506, 6.18237, 0, 0, 0, 0, 0, 29.5031, 6.18237, 0, 0, 0, 0, 0, 20.4281, 0, 0, 0, 0, 0, 0, 42.1195, 0, 0, 0, 0, 0, 0, 0, 3912.59, 0, 0, 0, 0, 0
431, 3802.51, 1666.52, 6412.84, 6961.36, 3709.73, 1515.38, 6227.13, 6675.06, 0, 0, 0, 0, 92.635, 151.529, 185.937, 304.27, 50.3625, 66.9842, 42.2725, 84.545, 145.573, 43.863, 32.0276, 60.6074, 20.9183, 1.33297, 22.2513, 9.77636, 0, 0, 0, 0, 87.1008, 5.53426, 0, 0, 0, 0, 0, 26.4934, 5.53426, 0, 0, 0, 0, 0, 18.3349, 0, 0, 0, 0, 0, 0, 42.2725, 0, 0, 0, 0, 0, 0, 0, 3709.73, 0, 0, 0, 0, 0
432, 3361.89, 1485.74, 6412.84, 6961.36, 3279.68, 1352.69, 6227.13, 6675.06, 0, 0, 0, 0, 81.8985, 133.934, 185.937, 304.27, 39.3019, 48.7403, 42.5967, 85.1934, 145.573, 43.863, 25.0057, 56.8928, 16.3438, 1.04276, 17.3865, 7.6192, 0, 0, 0, 0, 77.5923, 4.30622, 0, 0, 0, 0, 0, 20.6995, 4.30622, 0, 0, 0, 0, 0, 14.2961, 0, 0, 0, 0, 0, 0, 42.5967, 0, 0, 0, 0, 0, 0, 0, 3279.68, 0, 0, 0, 0, 0
433, 2807.12, 1255.79, 6412.84, 6961.36, 2736.31, 1141.86, 6227.13, 6675.06, 0, 0, 0, 0, 70.4412, 115.107, 185.937, 304.27, 27.4351, 29.0948, 43.006, 86.012, 145.573, 43.863, 17.4605, 52.9807, 11.4137, 0.734764, 12.1485, 5.31198, 0, 0, 0, 0, 67.4293, 3.01186, 0, 0, 0, 0, 0, 14.4486, 3.01186, 0, 0, 0, 0, 0, 9.97469, 0, 0, 0, 0, 0, 0, 43.006, 0, 0, 0, 0, 0, 0, 0, 2736.31, 0, 0, 0, 0, 0
434, 2403.66, 1087.11, 6412.84, 6961.36, 2339.95, 984.37, 6227.13, 6675.06, 0, 0, 0, 0, 63.4515, 103.637, 185.937, 304.27, 20.1472, 17.0284, 43.3043, 86.6086, 145.573, 43.863, 12.8246, 50.6268, 8.38511, 0.541194, 8.9263, 3.89831, 0, 0, 0, 0, 61.2409, 2.21055, 0, 0, 0, 0, 0, 10.6141, 2.21055, 0, 0, 0, 0, 0, 7.32255, 0, 0, 0, 0, 0, 0, 43.3043, 0, 0, 0, 0, 0, 0, 0, 2339.95, 0, 0, 0, 0, 0
435, 2158.71, 984.131, 6412.84, 6961.36, 2098.79, 887.09, 6227.13, 6675.06, 0, 0, 0, 0, 59.7751, 97.6009, 185.937, 304.27, 16.2895, 10.6296, 43.4857, 86.9713, 145.573, 43.863, 10.3664, 49.4087, 6.77686, 0.438434, 7.2153, 3.15112, 0, 0, 0, 0, 57.986, 1.78917, 0, 0, 0, 0, 0, 8.57725, 1.78917, 0, 0, 0, 0, 0, 5.92306, 0, 0, 0, 0, 0, 0, 43.4857, 0, 0, 0, 0, 0, 0, 0, 2098.79, 0, 0, 0, 0, 0
436, 2018.71, 925.073, 6412.84, 6961.36, 1960.74, 830.915, 6227.13, 6675.06, 0, 0, 0, 0, 57.8837, 94.4812, 185.937, 304.27, 14.2943, 7.30249, 43.5894, 87.1788, 145.573, 43.863, 9.09186, 48.7918, 5.93842, 0.38566, 6.32408, 2.76778, 0, 0, 0, 0, 56.3067, 1.57702, 0, 0, 0, 0, 0, 7.51484, 1.57702, 0, 0, 0, 0, 0, 5.20247, 0, 0, 0, 0, 0, 0, 43.5894, 0, 0, 0, 0, 0, 0, 0, 1960.74, 0, 0, 0, 0, 0
437, 1910.12, 879.106, 6412.84, 6961.36, 1853.53, 787.133, 6227.13, 6675.06, 0, 0, 0, 0, 56.5218, 92.2264, 185.937, 304.27, 12.8518, 4.88661, 43.6699, 87.3398, 145.573, 43.863, 8.16826, 48.3535, 5.328, 0.34741, 5.67541, 2.49285, 0, 0, 0, 0, 55.0951, 1.42661, 0, 0, 0, 0, 0, 6.74165, 1.42661, 0, 0, 0, 0, 0, 4.68359, 0, 0, 0, 0, 0, 0, 43.6699, 0, 0, 0, 0, 0, 0, 0, 1853.53, 0, 0, 0, 0, 0
438, 1935.7, 890.097, 6412.84, 6961.36, 1878.87, 797.288, 6227.13, 6675.06, 0, 0, 0, 0, 56.8397, 92.748, 185.937, 304.27, 13.1891, 5.44681, 43.6506, 87.3012, 145.573, 43.863, 8.38561, 48.454, 5.47093, 0.355118, 5.82604, 2.55957, 0, 0, 0, 0, 55.3804, 1.45927, 0, 0, 0, 0, 0, 6.92634, 1.45927, 0, 0, 0, 0, 0, 4.80347, 0, 0, 0, 0, 0, 0, 43.6506, 0, 0, 0, 0, 0, 0, 0, 1878.87, 0, 0, 0, 0, 0
439, 2153.19, 982.142, 6412.84, 6961.36, 2093.55, 884.091, 6227.13, 6675.06, 0, 0, 0, 0, 59.7766, 97.5466, 185.937, 304.27, 16.2875, 10.5685, 43.4891, 86.9781, 145.573, 43.863, 10.3602, 49.4164, 6.75729, 0.439342, 7.19664, 3.1636, 0, 0, 0, 0, 57.9703, 1.80626, 0, 0, 0, 0, 0, 8.55398, 1.80626, 0, 0, 0, 0, 0, 5.9273, 0, 0, 0, 0, 0, 0, 43.4891, 0, 0, 0, 0, 0, 0, 0, 2093.55, 0, 0, 0, 0, 0
440, 2318.74, 1051.75, 6412.84, 6961.36, 2256.57, 949.774, 6227.13, 6675.06, 0, 0, 0, 0, 62.2711, 101.594, 185.937, 304.27, 18.9049, 14.862, 43.3662, 86.7324, 145.573, 43.863, 12.027, 50.2442, 7.83545, 0.509122, 8.34457, 3.6824, 0, 0, 0, 0, 60.1677, 2.10342, 0, 0, 0, 0, 0, 9.92355, 2.10342, 0, 0, 0, 0, 0, 6.87796, 0, 0, 0, 0, 0, 0, 43.3662, 0, 0, 0, 0, 0, 0, 0, 2256.57, 0, 0, 0, 0, 0
441, 2314.26, 1049.65, 6412.84, 6961.36, 2251.82, 947.957, 6227.13, 6675.06, 0, 0, 0, 0, 62.4325, 101.703, 185.937, 304.27, 19.0636, 14.9648, 43.3689, 86.7378, 145.573, 43.863, 12.0932, 50.3393, 7.83464, 0.50986, 8.3445, 3.74867, 0, 0, 0, 0, 60.2759, 2.15655, 0, 0, 0, 0, 0, 9.93662, 2.15655, 0, 0, 0, 0, 0, 6.97041, 0, 0, 0, 0, 0, 0, 43.3689, 0, 0, 0, 0, 0, 0, 0, 2251.82, 0, 0, 0, 0, 0
442, 2539.79, 1144.32, 6412.84, 6961.36, 2473.8, 1036.1, 6227.13, 6675.06, 0, 0, 0, 0, 66.1339, 107.715, 185.937, 304.27, 22.9323, 21.3117, 43.2017, 86.4034, 145.573, 43.863, 14.5571, 51.5768, 9.42929, 0.614293, 10.0436, 4.51354, 0, 0, 0, 0, 63.5352, 2.59871, 0, 0, 0, 0, 0, 11.9584, 2.59871, 0, 0, 0, 0, 0, 8.37514, 0, 0, 0, 0, 0, 0, 43.2017, 0, 0, 0, 0, 0, 0, 0, 2473.8, 0, 0, 0, 0, 0
443, 3016.46, 1342.86, 6412.84, 6961.36, 2941.89, 1219.74, 6227.13, 6675.06, 0, 0, 0, 0, 74.8822, 122.113, 185.937, 304.27, 32.0322, 36.4136, 42.8499, 85.6999, 145.573, 43.863, 20.3894, 54.4928, 13.2554, 0.861499, 14.1169, 6.27243, 0, 0, 0, 0, 71.2898, 3.59243, 0, 0, 0, 0, 0, 16.7969, 3.59243, 0, 0, 0, 0, 0, 11.6429, 0, 0, 0, 0, 0, 0, 42.8499, 0, 0, 0, 0, 0, 0, 0, 2941.89, 0, 0, 0, 0, 0
444, 3672.3, 1612.9, 6412.84, 6961.36, 3583.08, 1465.27, 6227.13, 6675.06, 0, 0, 0, 0, 89.6758, 146.368, 185.937, 304.27, 47.3089, 61.6338, 42.3669, 84.7337, 145.573, 43.863, 30.1455, 59.5304, 19.625, 1.26457, 20.8896, 9.25586, 0, 0, 0, 0, 84.4069, 5.26895, 0, 0, 0, 0, 0, 24.8765, 5.26895, 0, 0, 0, 0, 0, 17.1635, 0, 0, 0, 0, 0, 0, 42.3669, 0, 0, 0, 0, 0, 0, 0, 3583.08, 0, 0, 0, 0, 0
445, 4271.91, 1857.26, 6412.84, 6961.36, 4166.04, 1684.29, 6227.13, 6675.06, 0, 0, 0, 0, 105.878, 172.978, 185.937, 304.27, 63.9518, 89.1244, 41.9267, 83.8533, 145.573, 43.863, 40.7491, 65.1294, 26.5529, 1.70604, 28.2589, 12.4902, 0, 0, 0, 0, 98.7736, 7.10493, 0, 0, 0, 0, 0, 33.6442, 7.10493, 0, 0, 0, 0, 0, 23.2027, 0, 0, 0, 0, 0, 0, 41.9267, 0, 0, 0, 0, 0, 0, 0, 4166.04, 0, 0, 0, 0, 0
446, 4655.08, 2011.72, 6412.84, 6961.36, 4537.77, 1818.84, 6227.13, 6675.06, 0, 0, 0, 0, 117.619, 192.252, 185.937, 304.27, 75.9724, 108.959, 41.6463, 83.2926, 145.573, 43.863, 48.39, 69.2287, 31.5399, 2.02182, 33.5617, 14.8283, 0, 0, 0, 0, 109.184, 8.43416, 0, 0, 0, 0, 0, 39.9558, 8.43416, 0, 0, 0, 0, 0, 27.5824, 0, 0, 0, 0, 0, 0, 41.6463, 0, 0, 0, 0, 0, 0, 0, 4537.77, 0, 0, 0, 0, 0
447, 5148.52, 2209.6, 6412.84, 6961.36, 5014.14, 1989.85, 6227.13, 6675.06, 0.513599, 0, 0.511867, 0, 134.391, 219.76, 185.937, 304.27, 93.1056, 137.19, 41.2853, 82.5705, 145.573, 43.863, 59.2567, 75.1342, 38.6217, 2.47081, 41.0926, 18.1642, 0, 0, 0, 0, 124.05, 10.3406, 0, 0, 0, 0, 0, 48.9161, 10.3406, 0, 0, 0, 0, 0, 33.8489, 0, 0, 0, 0, 0, 0, 41.2853, 0, 0, 0, 0, 0, 0, 0, 5014.14, 0, 0, 0, 0, 0
448, 4874.63, 2100.23, 6412.84, 6961.36, 4749.54, 1896.53, 6227.13, 6675.06, 0, 0, 0, 0, 124.855, 204.133, 185.937, 304.27, 83.3697, 121.162, 41.4854, 82.9708, 145.573, 43.863, 53.0731, 71.7821, 34.5941, 2.2163, 36.8104, 16.2627, 0, 0, 0, 0, 115.598, 9.25671, 0, 0, 0, 0, 0, 43.8164, 9.25671, 0, 0, 0, 0, 0, 30.2967, 0, 0, 0, 0, 0, 0, 41.4854, 0, 0, 0, 0, 0, 0, 0, 4749.54, 0, 0, 0, 0, 0
449, 4517.26, 1956.59, 6412.84, 6961.36, 4403.72, 1772.07, 6227.13, 6675.06, 0, 0, 0, 0, 113.246, 185.116, 185.937, 304.27, 71.4987, 101.622, 41.7471, 83.4943, 145.573, 43.863, 45.5208, 67.7251, 29.6752, 1.90495, 31.5802, 13.9406, 0, 0, 0, 0, 105.31, 7.93607, 0, 0, 0, 0, 0, 37.5847, 7.93607, 0, 0, 0, 0, 0, 25.9779, 0, 0, 0, 0, 0, 0, 41.7471, 0, 0, 0, 0, 0, 0, 0, 4403.72, 0, 0, 0, 0, 0
450, 4592.62, 1986.77, 6412.84, 6961.36, 4477.11, 1797.68, 6227.13, 6675.06, 0, 0, 0, 0, 115.571, 188.974, 185.937, 304.27, 73.8781, 105.589, 41.6925, 83.3849, 145.573, 43.863, 47.0085, 68.5621, 30.653, 1.96441, 32.6174, 14.3911, 0, 0, 0, 0, 107.38, 8.19071, 0, 0, 0, 0, 0, 38.8178, 8.19071, 0, 0, 0, 0, 0, 26.8696, 0, 0, 0, 0, 0, 0, 41.6925, 0, 0, 0, 0, 0, 0, 0, 4477.11, 0, 0, 0, 0, 0
