"Hour", "Undervoltages", "Min Voltage", "Overvoltage", "Max Voltage", "Min Bus", "Max Bus", "LV Undervoltages", "Min LV Voltage", "LV Overvoltage", "Max LV Voltage", "Min LV Bus", "Max LV Bus"
823, 0, 1.02715, 0, 1.05, 62302, sourcebus, 0, 1.01662, 0, 1.04013, x_69478_1, x_14836
824, 0, 1.0256, 0, 1.05, 62302, sourcebus, 0, 1.01308, 0, 1.03945, x_6568_1, x_14836
825, 0, 1.02265, 0, 1.05, 62302, sourcebus, 0, 1.00608, 0, 1.03812, x_6568_1, x_14836
826, 0, 1.01799, 0, 1.05, 62302, sourcebus, 0, 0.999855, 0, 1.03575, x_6568_1, x_14836
827, 0, 1.01175, 0, 1.05, 62302, sourcebus, 0, 0.993155, 0, 1.0325, x_6568_1, x_14836
828, 0, 1.00365, 0, 1.05, 62302, sourcebus, 0, 0.984356, 0, 1.02826, x_6568_1, x_14836
829, 0, 0.995382, 0, 1.05, 62302, sourcebus, 0, 0.974712, 0, 1.02395, x_6568_1, x_14836
830, 0, 0.989335, 0, 1.05, 62302, sourcebus, 0, 0.96868, 0, 1.02074, x_6568_1, x_14836
831, 0, 0.984062, 0, 1.05, 62302, sourcebus, 0, 0.962373, 0, 1.01792, x_39754_1, x_14836
832, 0, 0.982303, 0, 1.05, 62302, sourcebus, 0, 0.959835, 0, 1.01687, x_39754_1, x_14836
833, 0, 0.981436, 0, 1.05, 62302, sourcebus, 0, 0.958535, 0, 1.0163, x_39754_1, x_14836
834, 0, 0.981116, 0, 1.05, 62302, sourcebus, 0, 0.957944, 0, 1.01599, x_39754_1, x_14836
835, 0, 0.981105, 0, 1.05, 62302, sourcebus, 0, 0.957911, 0, 1.01596, x_39754_1, x_14836
836, 0, 0.983111, 0, 1.05, 62302, sourcebus, 0, 0.960584, 0, 1.01696, x_39754_1, x_14836
837, 0, 0.984852, 0, 1.05, 62302, sourcebus, 0, 0.962902, 0, 1.0178, x_39754_1, x_14836
838, 0, 0.988522, 0, 1.05, 62302, sourcebus, 0, 0.967878, 0, 1.0197, x_39754_1, x_14836
839, 0, 0.991723, 0, 1.05, 62302, sourcebus, 0, 0.972216, 0, 1.02134, x_39754_1, x_14836
840, 0, 0.997522, 0, 1.05, 62302, sourcebus, 0, 0.980182, 0, 1.02442, x_39754_1, x_14836
841, 0, 1.00497, 0, 1.05, 62302, sourcebus, 0, 0.990445, 0, 1.02838, x_39754_1, x_14836
842, 0, 1.00988, 0, 1.05, 62302, sourcebus, 0, 0.997179, 0, 1.03094, x_39754_1, x_14836
843, 0, 1.01361, 0, 1.05, 62302, sourcebus, 0, 1.00231, 0, 1.03289, x_39754_1, x_14836
844, 0, 1.01721, 0, 1.05, 62302, sourcebus, 0, 1.0073, 0, 1.03482, x_39754_1, x_14836
845, 0, 1.01934, 0, 1.05, 62302, sourcebus, 0, 1.01025, 0, 1.03595, x_39754_1, x_14836
846, 0, 1.02083, 0, 1.05, 62302, sourcebus, 0, 1.01223, 0, 1.03674, x_69478_1, x_14836
847, 0, 1.02194, 0, 1.05, 62302, sourcebus, 0, 1.01206, 0, 1.0374, x_6568_1, x_14836
848, 0, 1.02074, 0, 1.05, 62302, sourcebus, 0, 1.00714, 0, 1.03695, x_6568_1, x_14836
849, 0, 1.01752, 0, 1.05, 62302, sourcebus, 0, 1.00064, 0, 1.03544, x_6568_1, x_14836
850, 0, 1.0133, 0, 1.05, 62302, sourcebus, 0, 0.994993, 0, 1.03329, x_6568_1, x_14836
851, 0, 1.00725, 0, 1.05, 62302, sourcebus, 0, 0.988719, 0, 1.03012, x_6568_1, x_14836
852, 0, 0.999629, 0, 1.05, 62302, sourcebus, 0, 0.979814, 0, 1.02615, x_6568_1, x_14836
853, 0, 0.991408, 0, 1.05, 62302, sourcebus, 0, 0.971457, 0, 1.02181, x_6568_1, x_14836
854, 0, 0.983253, 0, 1.05, 62302, sourcebus, 0, 0.961284, 0, 1.0175, x_39754_1, x_14836
855, 0, 0.980963, 0, 1.05, 62302, sourcebus, 0, 0.958123, 0, 1.01626, x_39754_1, x_14836
856, 0, 0.979131, 0, 1.05, 62302, sourcebus, 0, 0.955531, 0, 1.01521, x_39754_1, x_14836
857, 0, 0.979181, 0, 1.05, 62302, sourcebus, 0, 0.955481, 0, 1.01513, x_39754_1, x_14836
858, 0, 0.981, 0, 1.05, 62302, sourcebus, 0, 0.957799, 0, 1.01594, x_39754_1, x_14836
859, 0, 0.979617, 0, 1.05, 62302, sourcebus, 0, 0.955845, 0, 1.01514, x_39754_1, x_14836
860, 0, 0.980877, 0, 1.05, 62302, sourcebus, 0, 0.957497, 0, 1.01574, x_39754_1, x_14836
861, 0, 0.982775, 0, 1.05, 62302, sourcebus, 0, 0.960053, 0, 1.01669, x_39754_1, x_14836
862, 0, 0.984704, 0, 1.05, 62302, sourcebus, 0, 0.962627, 0, 1.01764, x_39754_1, x_14836
863, 0, 0.98878, 0, 1.05, 62302, sourcebus, 0, 0.968221, 0, 1.01981, x_39754_1, x_14836
864, 0, 0.995783, 0, 1.05, 62302, sourcebus, 0, 0.977811, 0, 1.0235, x_39754_1, x_14836
865, 0, 1.00326, 0, 1.05, 62302, sourcebus, 0, 0.987967, 0, 1.02734, x_39754_1, x_14836
866, 0, 1.00861, 0, 1.05, 62302, sourcebus, 0, 0.99532, 0, 1.03016, x_39754_1, x_14836
867, 0, 1.01255, 0, 1.05, 62302, sourcebus, 0, 1.00073, 0, 1.03222, x_39754_1, x_14836
868, 0, 1.01527, 0, 1.05, 62302, sourcebus, 0, 1.0045, 0, 1.03369, x_39754_1, x_14836
869, 0, 1.01792, 0, 1.05, 62302, sourcebus, 0, 1.00816, 0, 1.03508, x_39754_1, x_14836
870, 0, 1.01795, 0, 1.05, 62302, sourcebus, 0, 1.00822, 0, 1.03512, x_39754_1, x_14836
871, 0, 1.01638, 0, 1.05, 62302, sourcebus, 0, 1.00608, 0, 1.03431, x_39754_1, x_14836
872, 0, 1.0147, 0, 1.05, 62302, sourcebus, 0, 1.0039, 0, 1.03356, x_39754_1, x_14836
873, 0, 1.01569, 0, 1.05, 62302, sourcebus, 0, 1.00422, 0, 1.03417, x_6568_1, x_14836
874, 0, 1.0136, 0, 1.05, 62302, sourcebus, 0, 1.0008, 0, 1.03313, x_6568_1, x_14836
875, 0, 1.00796, 0, 1.05, 62302, sourcebus, 0, 0.994255, 0, 1.0302, x_6568_1, x_14836
876, 0, 0.998817, 0, 1.05, 62302, sourcebus, 0, 0.98227, 0, 1.02538, x_39754_1, x_14836
877, 0, 0.990768, 0, 1.05, 62302, sourcebus, 0, 0.971233, 0, 1.02114, x_39754_1, x_14836
878, 0, 0.987342, 0, 1.05, 62302, sourcebus, 0, 0.966554, 0, 1.01934, x_39754_1, x_14836
879, 0, 0.984968, 0, 1.05, 62302, sourcebus, 0, 0.963343, 0, 1.01811, x_39754_1, x_14836
880, 0, 0.983458, 0, 1.05, 62302, sourcebus, 0, 0.961195, 0, 1.01724, x_39754_1, x_14836
881, 0, 0.982497, 0, 1.05, 62302, sourcebus, 0, 0.959803, 0, 1.01666, x_39754_1, x_14836
882, 0, 0.98013, 0, 1.05, 62302, sourcebus, 0, 0.956449, 0, 1.0153, x_39754_1, x_14836
883, 0, 0.978859, 0, 1.05, 62302, sourcebus, 0, 0.954641, 0, 1.01456, x_39754_1, x_14836
884, 0, 0.979271, 0, 1.05, 62302, sourcebus, 0, 0.955154, 0, 1.01473, x_39754_1, x_14836
885, 0, 0.981016, 0, 1.05, 62302, sourcebus, 0, 0.957471, 0, 1.01559, x_39754_1, x_14836
886, 0, 0.98276, 0, 1.05, 62302, sourcebus, 0, 0.959791, 0, 1.01645, x_39754_1, x_14836
887, 0, 0.988091, 0, 1.05, 62302, sourcebus, 0, 0.967091, 0, 1.01927, x_39754_1, x_14836
888, 0, 0.994883, 0, 1.05, 62302, sourcebus, 0, 0.976424, 0, 1.02289, x_39754_1, x_14836
889, 0, 1.00177, 0, 1.05, 62302, sourcebus, 0, 0.98586, 0, 1.0265, x_39754_1, x_14836
890, 0, 1.00786, 0, 1.05, 62302, sourcebus, 0, 0.99422, 0, 1.0297, x_39754_1, x_14836
891, 0, 1.01201, 0, 1.05, 62302, sourcebus, 0, 0.999927, 0, 1.03188, x_39754_1, x_14836
892, 0, 1.01514, 0, 1.05, 62302, sourcebus, 0, 1.00424, 0, 1.03352, x_39754_1, x_14836
893, 0, 1.01763, 0, 1.05, 62302, sourcebus, 0, 1.00766, 0, 1.03484, x_39754_1, x_14836
894, 0, 1.0182, 0, 1.05, 62302, sourcebus, 0, 1.00846, 0, 1.03515, x_39754_1, x_14836
895, 0, 1.01732, 0, 1.05, 62302, sourcebus, 0, 1.00728, 0, 1.03472, x_39754_1, x_14836
896, 0, 1.01638, 0, 1.05, 62302, sourcebus, 0, 1.0061, 0, 1.03432, x_39754_1, x_14836
897, 0, 1.01855, 0, 1.05, 62302, sourcebus, 0, 1.00917, 0, 1.03553, x_39754_1, x_14836
898, 0, 1.01543, 0, 1.05, 62302, sourcebus, 0, 1.0049, 0, 1.03392, x_39754_1, x_14836
899, 0, 1.00906, 0, 1.05, 62302, sourcebus, 0, 0.996118, 0, 1.03056, x_39754_1, x_14836
900, 0, 0.999877, 0, 1.05, 62302, sourcebus, 0, 0.983472, 0, 1.0257, x_39754_1, x_14836
901, 0, 0.992033, 0, 1.05, 62302, sourcebus, 0, 0.972723, 0, 1.02157, x_39754_1, x_14836
902, 0, 0.987701, 0, 1.05, 62302, sourcebus, 0, 0.96678, 0, 1.01928, x_39754_1, x_14836
903, 0, 0.984705, 0, 1.05, 62302, sourcebus, 0, 0.962719, 0, 1.01772, x_39754_1, x_14836
904, 0, 0.982187, 0, 1.05, 62302, sourcebus, 0, 0.959297, 0, 1.01641, x_39754_1, x_14836
905, 0, 0.980004, 0, 1.05, 62302, sourcebus, 0, 0.956298, 0, 1.01524, x_39754_1, x_14836
906, 0, 0.977976, 0, 1.05, 62302, sourcebus, 0, 0.953411, 0, 1.01406, x_39754_1, x_14836
907, 0, 0.97682, 0, 1.05, 62302, sourcebus, 0, 0.951809, 0, 1.01343, x_39754_1, x_14836
908, 0, 0.976744, 0, 1.05, 62302, sourcebus, 0, 0.951677, 0, 1.01336, x_39754_1, x_14836
909, 0, 0.978504, 0, 1.05, 62302, sourcebus, 0, 0.954053, 0, 1.01426, x_39754_1, x_14836
910, 0, 0.980552, 0, 1.05, 62302, sourcebus, 0, 0.956797, 0, 1.0153, x_39754_1, x_14836
911, 0, 0.985381, 0, 1.05, 62302, sourcebus, 0, 0.96341, 0, 1.01786, x_39754_1, x_14836
912, 0, 0.993061, 0, 1.05, 62302, sourcebus, 0, 0.973905, 0, 1.02191, x_39754_1, x_14836
913, 0, 0.999038, 0, 1.05, 62302, sourcebus, 0, 0.982188, 0, 1.02515, x_39754_1, x_14836
914, 0, 1.00463, 0, 1.05, 62302, sourcebus, 0, 0.989871, 0, 1.0281, x_39754_1, x_14836
915, 0, 1.00946, 0, 1.05, 62302, sourcebus, 0, 0.996527, 0, 1.03065, x_39754_1, x_14836
916, 0, 1.0124, 0, 1.05, 62302, sourcebus, 0, 1.00061, 0, 1.03223, x_39754_1, x_14836
917, 0, 1.01465, 0, 1.05, 62302, sourcebus, 0, 1.00374, 0, 1.03344, x_39754_1, x_14836
918, 0, 1.01562, 0, 1.05, 62302, sourcebus, 0, 1.00512, 0, 1.03399, x_39754_1, x_14836
919, 0, 1.01375, 0, 1.05, 62302, sourcebus, 0, 1.0026, 0, 1.03307, x_39754_1, x_14836
920, 0, 1.01215, 0, 1.05, 62302, sourcebus, 0, 0.999401, 0, 1.03238, x_6568_1, x_14836
921, 0, 1.01402, 0, 1.05, 62302, sourcebus, 0, 0.998773, 0, 1.03351, x_6568_1, x_14836
922, 0, 1.01103, 0, 1.05, 62302, sourcebus, 0, 0.995452, 0, 1.03196, x_6568_1, x_14836
923, 0, 1.00453, 0, 1.05, 62302, sourcebus, 0, 0.988076, 0, 1.02857, x_6568_1, x_14836
924, 0, 0.996745, 0, 1.05, 62302, sourcebus, 0, 0.979599, 0, 1.02447, x_39754_1, x_14836
925, 0, 0.990575, 0, 1.05, 62302, sourcebus, 0, 0.971071, 0, 1.02115, x_39754_1, x_14836
926, 0, 0.985651, 0, 1.05, 62302, sourcebus, 0, 0.964354, 0, 1.01857, x_39754_1, x_14836
927, 0, 0.981511, 0, 1.05, 62302, sourcebus, 0, 0.95869, 0, 1.01638, x_39754_1, x_14836
928, 0, 0.979179, 0, 1.05, 62302, sourcebus, 0, 0.955423, 0, 1.01508, x_39754_1, x_14836
929, 0, 0.977657, 0, 1.05, 62302, sourcebus, 0, 0.953246, 0, 1.01418, x_39754_1, x_14836
930, 0, 0.975645, 0, 1.05, 62302, sourcebus, 6, 0.948517, 0, 1.01316, x_39754_1, x_14836
931, 0, 0.974851, 0, 1.05, 62302, sourcebus, 6, 0.947365, 0, 1.01267, x_39754_1, x_14836
932, 0, 0.976451, 0, 1.05, 62302, sourcebus, 6, 0.949512, 0, 1.01349, x_39754_1, x_14836
933, 0, 0.979551, 0, 1.05, 62302, sourcebus, 0, 0.955558, 0, 1.0149, x_39754_1, x_14836
934, 0, 0.980821, 0, 1.05, 62302, sourcebus, 0, 0.957253, 0, 1.01552, x_39754_1, x_14836
935, 0, 0.985496, 0, 1.05, 62302, sourcebus, 0, 0.963649, 0, 1.01801, x_39754_1, x_14836
936, 0, 0.991735, 0, 1.05, 62302, sourcebus, 0, 0.972165, 0, 1.02128, x_39754_1, x_14836
937, 0, 0.999702, 0, 1.05, 62302, sourcebus, 0, 0.98309, 0, 1.02549, x_39754_1, x_14836
938, 0, 1.00577, 0, 1.05, 62302, sourcebus, 0, 0.991397, 0, 1.02865, x_39754_1, x_14836
939, 0, 1.01, 0, 1.05, 62302, sourcebus, 0, 0.997229, 0, 1.03089, x_39754_1, x_14836
940, 0, 1.01372, 0, 1.05, 62302, sourcebus, 0, 1.00236, 0, 1.03286, x_39754_1, x_14836
941, 0, 1.01607, 0, 1.05, 62302, sourcebus, 0, 1.00562, 0, 1.03412, x_39754_1, x_14836
942, 0, 1.01694, 0, 1.05, 62302, sourcebus, 0, 1.00686, 0, 1.03461, x_39754_1, x_14836
943, 0, 1.01581, 0, 1.05, 62302, sourcebus, 0, 1.00542, 0, 1.03413, x_39754_1, x_14836
944, 0, 1.01503, 0, 1.05, 62302, sourcebus, 0, 1.00409, 0, 1.03382, x_6568_1, x_14836
945, 0, 1.01543, 0, 1.05, 62302, sourcebus, 0, 1.00188, 0, 1.03418, x_6568_1, x_14836
946, 0, 1.01142, 0, 1.05, 62302, sourcebus, 0, 0.995753, 0, 1.03217, x_6568_1, x_14836
947, 0, 1.00498, 0, 1.05, 62302, sourcebus, 0, 0.987737, 0, 1.02886, x_6568_1, x_14836
948, 0, 0.996252, 0, 1.05, 62302, sourcebus, 0, 0.97891, 0, 1.02424, x_6568_1, x_14836
949, 0, 0.990065, 0, 1.05, 62302, sourcebus, 0, 0.970457, 0, 1.02096, x_39754_1, x_14836
950, 0, 0.984791, 0, 1.05, 62302, sourcebus, 0, 0.963241, 0, 1.01818, x_39754_1, x_14836
951, 0, 0.981283, 0, 1.05, 62302, sourcebus, 0, 0.958426, 0, 1.0163, x_39754_1, x_14836
952, 0, 0.978591, 0, 1.05, 62302, sourcebus, 0, 0.954748, 0, 1.01488, x_39754_1, x_14836
953, 0, 0.97769, 0, 1.05, 62302, sourcebus, 0, 0.95339, 0, 1.01429, x_39754_1, x_14836
954, 0, 0.975644, 0, 1.05, 62302, sourcebus, 6, 0.948676, 0, 1.0133, x_39754_1, x_14836
955, 0, 0.974509, 0, 1.05, 62302, sourcebus, 6, 0.947101, 0, 1.01267, x_39754_1, x_14836
956, 0, 0.975804, 0, 1.05, 62302, sourcebus, 6, 0.948741, 0, 1.01324, x_39754_1, x_14836
957, 0, 0.977855, 0, 1.05, 62302, sourcebus, 0, 0.951396, 0, 1.01419, x_39754_1, x_14836
958, 0, 0.979606, 0, 1.05, 62302, sourcebus, 0, 0.955631, 0, 1.01493, x_39754_1, x_14836
959, 0, 0.983628, 0, 1.05, 62302, sourcebus, 0, 0.961032, 0, 1.01696, x_39754_1, x_14836
960, 0, 0.990853, 0, 1.05, 62302, sourcebus, 0, 0.97095, 0, 1.0208, x_39754_1, x_14836
961, 0, 0.998396, 0, 1.05, 62302, sourcebus, 0, 0.981347, 0, 1.02485, x_39754_1, x_14836
962, 0, 1.00372, 0, 1.05, 62302, sourcebus, 0, 0.988628, 0, 1.02763, x_39754_1, x_14836
963, 0, 1.00788, 0, 1.05, 62302, sourcebus, 0, 0.994365, 0, 1.02983, x_39754_1, x_14836
964, 0, 1.01096, 0, 1.05, 62302, sourcebus, 0, 0.998623, 0, 1.03148, x_39754_1, x_14836
965, 0, 1.01249, 0, 1.05, 62302, sourcebus, 0, 1.00073, 0, 1.03227, x_39754_1, x_14836
966, 0, 1.01381, 0, 1.05, 62302, sourcebus, 0, 1.00262, 0, 1.03303, x_39754_1, x_14836
967, 0, 1.01242, 0, 1.05, 62302, sourcebus, 0, 1.00074, 0, 1.03234, x_39754_1, x_14836
968, 0, 1.01206, 0, 1.05, 62302, sourcebus, 0, 1.00007, 0, 1.0323, x_6568_1, x_14836
969, 0, 1.0134, 0, 1.05, 62302, sourcebus, 0, 0.997321, 0, 1.03323, x_6568_1, x_14836
970, 0, 1.0095, 0, 1.05, 62302, sourcebus, 0, 0.991652, 0, 1.03126, x_6568_1, x_14836
971, 0, 1.00252, 0, 1.05, 62302, sourcebus, 0, 0.983428, 0, 1.02764, x_6568_1, x_14836
972, 0, 0.993983, 0, 1.05, 62302, sourcebus, 0, 0.97363, 0, 1.02318, x_6568_1, x_14836
973, 0, 0.987557, 0, 1.05, 62302, sourcebus, 0, 0.96711, 0, 1.01972, x_39754_1, x_14836
974, 0, 0.984274, 0, 1.05, 62302, sourcebus, 0, 0.962628, 0, 1.01799, x_39754_1, x_14836
975, 0, 0.981749, 0, 1.05, 62302, sourcebus, 0, 0.959136, 0, 1.01662, x_39754_1, x_14836
976, 0, 0.979583, 0, 1.05, 62302, sourcebus, 0, 0.956114, 0, 1.01542, x_39754_1, x_14836
977, 0, 0.97792, 0, 1.05, 62302, sourcebus, 0, 0.953766, 0, 1.01447, x_39754_1, x_14836
978, 0, 0.977506, 0, 1.05, 62302, sourcebus, 0, 0.953002, 0, 1.01407, x_39754_1, x_14836
979, 0, 0.977203, 0, 1.05, 62302, sourcebus, 0, 0.952562, 0, 1.01387, x_39754_1, x_14836
980, 0, 0.978194, 0, 1.05, 62302, sourcebus, 0, 0.953857, 0, 1.01434, x_39754_1, x_14836
981, 0, 0.981298, 0, 1.05, 62302, sourcebus, 0, 0.958011, 0, 1.01589, x_39754_1, x_14836
982, 0, 0.984074, 0, 1.05, 62302, sourcebus, 0, 0.961819, 0, 1.01736, x_39754_1, x_14836
983, 0, 0.98799, 0, 1.05, 62302, sourcebus, 0, 0.967147, 0, 1.01941, x_39754_1, x_14836
984, 0, 0.993788, 0, 1.05, 62302, sourcebus, 0, 0.97507, 0, 1.02244, x_39754_1, x_14836
985, 0, 1.00122, 0, 1.05, 62302, sourcebus, 0, 0.985216, 0, 1.02633, x_39754_1, x_14836
986, 0, 1.00639, 0, 1.05, 62302, sourcebus, 0, 0.992318, 0, 1.02905, x_39754_1, x_14836
987, 0, 1.0107, 0, 1.05, 62302, sourcebus, 0, 0.998244, 0, 1.03131, x_39754_1, x_14836
988, 0, 1.01496, 0, 1.05, 62302, sourcebus, 0, 1.00411, 0, 1.03356, x_39754_1, x_14836
989, 0, 1.01737, 0, 1.05, 62302, sourcebus, 0, 1.00746, 0, 1.03485, x_39754_1, x_14836
990, 0, 1.01914, 0, 1.05, 62302, sourcebus, 0, 1.00995, 0, 1.03582, x_39754_1, x_14836
991, 0, 1.02025, 0, 1.05, 62302, sourcebus, 0, 1.01122, 0, 1.03642, x_69478_1, x_14836
992, 0, 1.01987, 0, 1.05, 62302, sourcebus, 0, 1.00994, 0, 1.0363, x_69478_1, x_14836
993, 0, 1.0168, 0, 1.05, 62302, sourcebus, 0, 1.00564, 0, 1.03479, x_6568_1, x_14836
994, 0, 1.0121, 0, 1.05, 62302, sourcebus, 0, 1.00031, 0, 1.03237, x_6568_1, x_14836
995, 0, 1.00347, 0, 1.05, 62302, sourcebus, 0, 0.988658, 0, 1.02788, x_39754_1, x_14836
996, 0, 0.995717, 0, 1.05, 62302, sourcebus, 0, 0.977984, 0, 1.02376, x_39754_1, x_14836
997, 0, 0.989688, 0, 1.05, 62302, sourcebus, 0, 0.969698, 0, 1.02056, x_39754_1, x_14836
998, 0, 0.985755, 0, 1.05, 62302, sourcebus, 0, 0.964347, 0, 1.01851, x_39754_1, x_14836
999, 0, 0.982444, 0, 1.05, 62302, sourcebus, 0, 0.959774, 0, 1.01672, x_39754_1, x_14836
1000, 0, 0.980564, 0, 1.05, 62302, sourcebus, 0, 0.957183, 0, 1.01571, x_39754_1, x_14836
1001, 0, 0.978488, 0, 1.05, 62302, sourcebus, 0, 0.954442, 0, 1.01469, x_39754_1, x_14836
1002, 0, 0.97736, 0, 1.05, 62302, sourcebus, 0, 0.952817, 0, 1.014, x_39754_1, x_14836
1003, 0, 0.978043, 0, 1.05, 62302, sourcebus, 0, 0.953728, 0, 1.01433, x_39754_1, x_14836
1004, 0, 0.98092, 0, 1.05, 62302, sourcebus, 0, 0.957557, 0, 1.01577, x_39754_1, x_14836
1005, 0, 0.983213, 0, 1.05, 62302, sourcebus, 0, 0.960678, 0, 1.01695, x_39754_1, x_14836
1006, 0, 0.986831, 0, 1.05, 62302, sourcebus, 0, 0.965563, 0, 1.0188, x_39754_1, x_14836
1007, 0, 0.990947, 0, 1.05, 62302, sourcebus, 0, 0.971191, 0, 1.02097, x_39754_1, x_14836
1008, 0, 0.997198, 0, 1.05, 62302, sourcebus, 0, 0.979773, 0, 1.02428, x_39754_1, x_14836
1009, 0, 1.00403, 0, 1.05, 62302, sourcebus, 0, 0.989132, 0, 1.02786, x_39754_1, x_14836
1010, 0, 1.00968, 0, 1.05, 62302, sourcebus, 0, 0.996868, 0, 1.0308, x_39754_1, x_14836
1011, 0, 1.01469, 0, 1.05, 62302, sourcebus, 0, 1.00378, 0, 1.03345, x_39754_1, x_14836
1012, 0, 1.01766, 0, 1.05, 62302, sourcebus, 0, 1.00784, 0, 1.03499, x_39754_1, x_14836
1013, 0, 1.02002, 0, 1.05, 62302, sourcebus, 0, 1.01113, 0, 1.03625, x_39754_1, x_14836
1014, 0, 1.0217, 0, 1.05, 62302, sourcebus, 0, 1.01333, 0, 1.03718, x_69478_1, x_14836
1015, 0, 1.02243, 0, 1.05, 62302, sourcebus, 0, 1.01303, 0, 1.03759, x_69478_1, x_14836
1016, 0, 1.02151, 0, 1.05, 62302, sourcebus, 0, 1.00978, 0, 1.03727, x_6568_1, x_14836
1017, 0, 1.01794, 0, 1.05, 62302, sourcebus, 0, 1.00362, 0, 1.03555, x_6568_1, x_14836
1018, 0, 1.01198, 0, 1.05, 62302, sourcebus, 0, 0.995525, 0, 1.03252, x_6568_1, x_14836
1019, 0, 1.0061, 0, 1.05, 62302, sourcebus, 0, 0.98757, 0, 1.02951, x_6568_1, x_14836
1020, 0, 0.999042, 0, 1.05, 62302, sourcebus, 0, 0.979717, 0, 1.02582, x_6568_1, x_14836
1021, 0, 0.990783, 0, 1.05, 62302, sourcebus, 0, 0.970808, 0, 1.02147, x_6568_1, x_14836
1022, 0, 0.983993, 0, 1.05, 62302, sourcebus, 0, 0.962235, 0, 1.01784, x_39754_1, x_14836
1023, 0, 0.980713, 0, 1.05, 62302, sourcebus, 0, 0.957724, 0, 1.01608, x_39754_1, x_14836
1024, 0, 0.9774, 0, 1.05, 62302, sourcebus, 0, 0.953137, 0, 1.01427, x_39754_1, x_14836
1025, 0, 0.976479, 0, 1.05, 62302, sourcebus, 0, 0.951742, 0, 1.01365, x_39754_1, x_14836
1026, 0, 0.975745, 0, 1.05, 62302, sourcebus, 6, 0.948697, 0, 1.01326, x_39754_1, x_14836
1027, 0, 0.97537, 0, 1.05, 62302, sourcebus, 6, 0.948071, 0, 1.01295, x_39754_1, x_14836
1028, 0, 0.976667, 0, 1.05, 62302, sourcebus, 3, 0.949819, 0, 1.01362, x_39754_1, x_14836
1029, 0, 0.978226, 0, 1.05, 62302, sourcebus, 0, 0.953732, 0, 1.01418, x_39754_1, x_14836
1030, 0, 0.980301, 0, 1.05, 62302, sourcebus, 0, 0.956538, 0, 1.01526, x_39754_1, x_14836
1031, 0, 0.985362, 0, 1.05, 62302, sourcebus, 0, 0.963447, 0, 1.01792, x_39754_1, x_14836
1032, 0, 0.994224, 0, 1.05, 62302, sourcebus, 0, 0.975604, 0, 1.02261, x_39754_1, x_14836
1033, 0, 1.00291, 0, 1.05, 62302, sourcebus, 0, 0.987469, 0, 1.02715, x_39754_1, x_14836
1034, 0, 1.00829, 0, 1.05, 62302, sourcebus, 0, 0.994882, 0, 1.02999, x_39754_1, x_14836
1035, 0, 1.01296, 0, 1.05, 62302, sourcebus, 0, 1.00129, 0, 1.03243, x_39754_1, x_14836
1036, 0, 1.0161, 0, 1.05, 62302, sourcebus, 0, 1.00564, 0, 1.03412, x_39754_1, x_14836
1037, 0, 1.01915, 0, 1.05, 62302, sourcebus, 0, 1.00985, 0, 1.03572, x_39754_1, x_14836
1038, 0, 1.01974, 0, 1.05, 62302, sourcebus, 0, 1.01065, 0, 1.03603, x_39754_1, x_14836
1039, 0, 1.01762, 0, 1.05, 62302, sourcebus, 0, 1.00773, 0, 1.03492, x_39754_1, x_14836
1040, 0, 1.0178, 0, 1.05, 62302, sourcebus, 0, 1.00813, 0, 1.03514, x_39754_1, x_14836
1041, 0, 1.01971, 0, 1.05, 62302, sourcebus, 0, 1.00915, 0, 1.03623, x_6568_1, x_14836
1042, 0, 1.018, 0, 1.05, 62302, sourcebus, 0, 1.00516, 0, 1.03545, x_6568_1, x_14836
1043, 0, 1.01325, 0, 1.05, 62302, sourcebus, 0, 0.997625, 0, 1.03308, x_6568_1, x_14836
1044, 0, 1.00486, 0, 1.05, 62302, sourcebus, 0, 0.988112, 0, 1.0287, x_6568_1, x_14836
1045, 0, 0.99794, 0, 1.05, 62302, sourcebus, 0, 0.981099, 0, 1.02495, x_39754_1, x_14836
1046, 0, 0.99289, 0, 1.05, 62302, sourcebus, 0, 0.974077, 0, 1.0222, x_39754_1, x_14836
1047, 0, 0.987588, 0, 1.05, 62302, sourcebus, 0, 0.96669, 0, 1.01928, x_39754_1, x_14836
1048, 0, 0.984369, 0, 1.05, 62302, sourcebus, 0, 0.962264, 0, 1.01755, x_39754_1, x_14836
1049, 0, 0.9816, 0, 1.05, 62302, sourcebus, 0, 0.958442, 0, 1.01606, x_39754_1, x_14836
1050, 0, 0.978764, 0, 1.05, 62302, sourcebus, 0, 0.954481, 0, 1.01448, x_39754_1, x_14836
1051, 0, 0.978288, 0, 1.05, 62302, sourcebus, 0, 0.953832, 0, 1.01423, x_39754_1, x_14836
1052, 0, 0.978812, 0, 1.05, 62302, sourcebus, 0, 0.954523, 0, 1.01449, x_39754_1, x_14836
1053, 0, 0.98127, 0, 1.05, 62302, sourcebus, 0, 0.957823, 0, 1.01573, x_39754_1, x_14836
1054, 0, 0.983762, 0, 1.05, 62302, sourcebus, 0, 0.961177, 0, 1.01701, x_39754_1, x_14836
1055, 0, 0.989471, 0, 1.05, 62302, sourcebus, 0, 0.968996, 0, 1.02002, x_39754_1, x_14836
1056, 0, 0.996988, 0, 1.05, 62302, sourcebus, 0, 0.979313, 0, 1.024, x_39754_1, x_14836
